time,code,class
1.309,Bite,1
1.58,Bite,1
2.93,Bite,1
3.741,Bite,1
4.819,Bite,1
5.36,Bite,1
7.249,Bite,1
8.869,Bite,1
9.41,Bite,1
10.49,Bite,1
11.03,Bite,1
17.509,Bite,1
18.59,Bite,1
19.399,Bite,1
20.479,Bite,1
21.289,Bite,1
22.099,Bite,1
22.64,Bite,1
23.179,Bite,1
23.989,Bite,1
24.799,Bite,1
25.61,Bite,1
26.42,Bite,1
27.229,Bite,1
28.041,Bite,1
28.85,Bite,1
29.66,Bite,1
30.469,Bite,1
31.279,Bite,1
33.169,Bite,1
33.98,Bite,1
34.789,Bite,1
35.601,Bite,1
36.68,Bite,1
37.49,Bite,1
38.3,Bite,1
39.38,Bite,1
40.19,Bite,1
40.999,Bite,1
42.079,Bite,1
43.16,Bite,1
44.239,Bite,1
55.849,Bite,1
56.659,Bite,1
57.199,Bite,1
58.011,Bite,1
58.82,Bite,1
59.63,Bite,1
60.44,Bite,1
61.249,Bite,1
62.059,Bite,1
62.869,Bite,1
63.68,Bite,1
65.3,Bite,1
66.11,Bite,1
66.919,Bite,1
67.999,Bite,1
68.539,Bite,1
69.351,Bite,1
70.159,Bite,1
70.969,Bite,1
72.049,Bite,1
72.859,Bite,1
73.669,Bite,1
74.48,Bite,1
75.29,Bite,1
76.369,Bite,1
77.18,Bite,1
77.989,Bite,1
79.879,Bite,1
80.421,Bite,1
81.499,Bite,1
82.04,Bite,1
83.12,Bite,1
83.93,Bite,1
85.01,Bite,1
86.09,Bite,1
93.65,Bite,1
94.999,Bite,1
95.541,Bite,1
96.619,Bite,1
97.43,Bite,1
98.24,Bite,1
99.049,Bite,1
99.86,Bite,1
100.94,Bite,1
101.749,Bite,1
102.83,Bite,1
103.639,Bite,1
104.45,Bite,1
105.529,Bite,1
106.61,Bite,1
107.419,Bite,1
108.23,Bite,1
109.309,Bite,1
110.66,Bite,1
111.74,Bite,1
112.549,Bite,1
125.51,Bite,1
126.86,Bite,1
127.94,Bite,1
128.75,Bite,1
129.829,Bite,1
130.37,Bite,1
131.179,Bite,1
135.5,Bite,1
136.309,Bite,1
137.12,Bite,1
146.299,Bite,1
147.109,Bite,1
148.73,Bite,1
149.539,Bite,1
150.35,Bite,1
150.89,Bite,1
151.699,Bite,1
152.51,Bite,1
153.05,Bite,1
154.13,Bite,1
154.94,Bite,1
155.749,Bite,1
156.56,Bite,1
157.37,Bite,1
161.689,Bite,1
162.499,Bite,1
163.579,Bite,1
164.119,Bite,1
164.93,Bite,1
165.739,Bite,1
166.55,Bite,1
167.899,Bite,1
168.709,Bite,1
169.79,Bite,1
170.33,Bite,1
171.41,Bite,1
172.22,Bite,1
173.03,Bite,1
174.112,Bite,1
175.459,Bite,1
179.78,Bite,1
180.859,Bite,1
181.939,Bite,1
182.48,Bite,1
183.289,Bite,1
184.1,Bite,1
185.179,Bite,1
185.719,Bite,1
186.529,Bite,1
187.609,Bite,1
190.579,Bite,1
191.389,Bite,1
192.2,Bite,1
193.01,Bite,1
193.819,Bite,1
194.63,Bite,1
195.439,Bite,1
196.249,Bite,1
197.059,Bite,1
197.869,Bite,1
212.72,Bite,1
217.85,Bite,1
219.199,Bite,1
219.739,Bite,1
220.549,Bite,1
221.089,Bite,1
221.899,Bite,1
222.711,Bite,1
223.519,Bite,1
224.06,Bite,1
224.869,Bite,1
225.68,Bite,1
226.219,Bite,1
227.029,Bite,1
227.84,Bite,1
228.65,Bite,1
229.459,Bite,1
230.269,Bite,1
231.08,Bite,1
231.889,Bite,1
232.699,Bite,1
233.51,Bite,1
234.319,Bite,1
235.129,Bite,1
235.939,Bite,1
236.749,Bite,1
237.559,Bite,1
238.369,Bite,1
239.179,Bite,1
239.989,Bite,1
240.8,Bite,1
241.609,Bite,1
242.42,Bite,1
243.23,Bite,1
243.769,Bite,1
245.12,Bite,1
245.929,Bite,1
246.74,Bite,1
247.55,Bite,1
248.36,Bite,1
249.169,Bite,1
251.869,Bite,1
252.409,Bite,1
253.49,Bite,1
254.299,Bite,1
255.109,Bite,1
255.92,Bite,1
261.049,Bite,1
261.86,Bite,1
262.67,Bite,1
263.209,Bite,1
264.019,Bite,1
264.56,Bite,1
265.369,Bite,1
266.18,Bite,1
267.259,Bite,1
268.069,Bite,1
272.389,Bite,1
272.93,Bite,1
274.009,Bite,1
274.549,Bite,1
275.359,Bite,1
276.17,Bite,1
276.98,Bite,1
278.329,Bite,1
279.139,Bite,1
279.95,Bite,1
280.489,Bite,1
281.3,Bite,1
282.109,Bite,1
282.92,Bite,1
283.73,Bite,1
284.809,Bite,1
285.62,Bite,1
286.43,Bite,1
287.24,Bite,1
288.05,Bite,1
288.86,Bite,1
289.669,Bite,1
290.209,Bite,1
291.019,Bite,1
291.829,Bite,1
292.369,Bite,1
293.179,Bite,1
293.989,Bite,1
294.8,Bite,1
295.879,Bite,1
296.42,Bite,1
297.23,Bite,1
298.849,Bite,1
299.66,Bite,1
303.979,Bite,1
304.789,Bite,1
305.33,Bite,1
306.14,Bite,1
306.95,Bite,1
307.76,Bite,1
308.3,Bite,1
309.11,Bite,1
310.19,Bite,1
313.16,Bite,1
313.699,Bite,1
314.78,Bite,1
315.589,Bite,1
317.209,Bite,1
318.019,Bite,1
318.829,Bite,1
327.2,Bite,1
330.169,Bite,1
330.98,Bite,1
331.52,Bite,1
332.33,Bite,1
333.14,Bite,1
333.949,Bite,1
334.759,Bite,1
335.569,Bite,1
336.379,Bite,1
337.189,Bite,1
337.729,Bite,1
338.54,Bite,1
339.62,Bite,1
340.429,Bite,1
342.049,Bite,1
342.59,Bite,1
343.399,Bite,1
344.21,Bite,1
345.019,Bite,1
345.829,Bite,1
346.909,Bite,1
347.72,Bite,1
348.259,Bite,1
350.149,Bite,1
350.959,Bite,1
351.499,Bite,1
352.579,Bite,1
353.389,Bite,1
354.2,Bite,1
355.009,Bite,1
356.089,Bite,1
356.899,Bite,1
357.709,Bite,1
358.519,Bite,1
359.33,Bite,1
360.139,Bite,1
360.949,Bite,1
361.76,Bite,1
363.11,Bite,1
363.92,Bite,1
364.999,Bite,1
365.81,Bite,1
366.619,Bite,1
367.699,Bite,1
368.51,Bite,1
369.319,Bite,1
370.129,Bite,1
370.939,Bite,1
371.749,Bite,1
372.559,Bite,1
373.369,Bite,1
374.18,Bite,1
375.26,Bite,1
376.339,Bite,1
377.42,Bite,1
384.709,Bite,1
385.52,Bite,1
386.329,Bite,1
387.139,Bite,1
387.949,Bite,1
388.759,Bite,1
389.569,Bite,1
390.11,Bite,1
391.189,Bite,1
391.73,Bite,1
392.54,Bite,1
393.889,Bite,1
394.699,Bite,1
395.51,Bite,1
396.319,Bite,1
397.129,Bite,1
397.939,Bite,1
398.75,Bite,1
399.56,Bite,1
400.37,Bite,1
401.179,Bite,1
401.989,Bite,1
403.069,Bite,1
403.879,Bite,1
404.689,Bite,1
405.769,Bite,1
406.579,Bite,1
407.119,Bite,1
408.199,Bite,1
409.01,Bite,1
409.82,Bite,1
410.899,Bite,1
411.71,Bite,1
412.25,Bite,1
413.33,Bite,1
414.14,Bite,1
414.95,Bite,1
415.759,Bite,1
416.57,Bite,1
417.38,Bite,1
417.919,Bite,1
419,Bite,1
419.539,Bite,1
420.35,Bite,1
421.429,Bite,1
423.05,Bite,1
423.589,Bite,1
424.939,Bite,1
425.749,Bite,1
426.29,Bite,1
427.37,Bite,1
427.91,Bite,1
428.99,Bite,1
431.96,Bite,1
432.77,Bite,1
433.579,Bite,1
434.12,Bite,1
434.929,Bite,1
435.74,Bite,1
436.549,Bite,1
437.359,Bite,1
438.17,Bite,1
438.979,Bite,1
440.06,Bite,1
440.869,Bite,1
442.489,Bite,1
443.029,Bite,1
443.839,Bite,1
444.65,Bite,1
445.46,Bite,1
446.54,Bite,1
447.349,Bite,1
448.159,Bite,1
448.969,Bite,1
449.779,Bite,1
450.59,Bite,1
451.399,Bite,1
452.48,Bite,1
453.289,Bite,1
454.1,Bite,1
455.18,Bite,1
455.99,Bite,1
456.799,Bite,1
457.609,Bite,1
458.421,Bite,1
459.229,Bite,1
460.039,Bite,1
460.85,Bite,1
461.659,Bite,1
462.74,Bite,1
463.279,Bite,1
464.36,Bite,1
465.17,Bite,1
465.98,Bite,1
466.789,Bite,1
467.87,Bite,1
468.68,Bite,1
470.3,Bite,1
471.109,Bite,1
471.92,Bite,1
