time,code,class
213.38,Bite,1
215.256,Bite,1
216.056,Bite,1
217.13,Bite,1
218.455,Bite,1
219.256,Bite,1
220.08,Bite,1
221.406,Bite,1
223.055,Bite,1
224.656,Bite,1
226.281,Bite,1
226.831,Bite,1
227.631,Bite,1
228.181,Bite,1
229.531,Bite,1
230.606,Bite,1
240.906,Bite,1
241.73,Bite,1
244.13,Bite,1
245.756,Bite,1
246.831,Bite,1
247.381,Bite,1
248.48,Bite,1
249.28,Bite,1
250.08,Bite,1
250.881,Bite,1
251.68,Bite,1
253.005,Bite,1
254.631,Bite,1
255.456,Bite,1
256.255,Bite,1
257.905,Bite,1
258.706,Bite,1
259.53,Bite,1
260.33,Bite,1
261.131,Bite,1
263.305,Bite,1
263.856,Bite,1
264.681,Bite,1
266.305,Bite,1
267.38,Bite,1
268.456,Bite,1
269.256,Bite,1
270.056,Bite,1
271.131,Bite,1
271.68,Bite,1
272.506,Bite,1
273.33,Bite,1
274.156,Bite,1
283.106,Bite,1
283.655,Bite,1
284.48,Bite,1
286.331,Bite,1
287.131,Bite,1
288.48,Bite,1
289.555,Bite,1
290.631,Bite,1
292.256,Bite,1
293.581,Bite,1
294.405,Bite,1
295.205,Bite,1
296.806,Bite,1
297.881,Bite,1
298.98,Bite,1
299.781,Bite,1
300.606,Bite,1
301.43,Bite,1
302.231,Bite,1
303.031,Bite,1
303.58,Bite,1
304.406,Bite,1
305.505,Bite,1
306.031,Bite,1
307.105,Bite,1
307.906,Bite,1
308.73,Bite,1
309.506,Bite,1
313.006,Bite,1
314.605,Bite,1
316.23,Bite,1
318.081,Bite,1
320.755,Bite,1
321.831,Bite,1
324.005,Bite,1
332.881,Bite,1
343.455,Bite,1
349.38,Bite,1
350.98,Bite,1
352.355,Bite,1
358.806,Bite,1
359.605,Bite,1
360.406,Bite,1
361.781,Bite,1
363.156,Bite,1
365.08,Bite,1
366.431,Bite,1
367.231,Bite,1
368.306,Bite,1
369.381,Bite,1
369.93,Bite,1
375.055,Bite,1
375.855,Bite,1
376.955,Bite,1
378.306,Bite,1
379.38,Bite,1
380.206,Bite,1
381.281,Bite,1
383.156,Bite,1
383.705,Bite,1
384.53,Bite,1
385.056,Bite,1
386.131,Bite,1
386.931,Bite,1
387.73,Bite,1
389.081,Bite,1
389.905,Bite,1
390.455,Bite,1
392.055,Bite,1
392.856,Bite,1
393.656,Bite,1
394.206,Bite,1
395.03,Bite,1
396.13,Bite,1
396.955,Bite,1
397.756,Bite,1
398.556,Bite,1
400.431,Bite,1
402.08,Bite,1
402.88,Bite,1
403.68,Bite,1
404.48,Bite,1
405.83,Bite,1
406.655,Bite,1
407.18,Bite,1
408.006,Bite,1
409.106,Bite,1
410.481,Bite,1
411.281,Bite,1
412.105,Bite,1
412.656,Bite,1
413.48,Bite,1
414.281,Bite,1
415.08,Bite,1
416.98,Bite,1
419.131,Bite,1
419.956,Bite,1
420.505,Bite,1
423.455,Bite,1
424.255,Bite,1
426.356,Bite,1
429.055,Bite,1
429.58,Bite,1
431.206,Bite,1
431.756,Bite,1
432.855,Bite,1
433.68,Bite,1
434.23,Bite,1
435.055,Bite,1
436.68,Bite,1
437.205,Bite,1
438.83,Bite,1
439.931,Bite,1
441.305,Bite,1
442.081,Bite,1
443.155,Bite,1
443.955,Bite,1
445.056,Bite,1
445.88,Bite,1
446.956,Bite,1
447.756,Bite,1
448.306,Bite,1
450.18,Bite,1
450.706,Bite,1
451.506,Bite,1
452.33,Bite,1
453.381,Bite,1
454.181,Bite,1
455.006,Bite,1
455.556,Bite,1
456.63,Bite,1
457.43,Bite,1
458.505,Bite,1
459.831,Bite,1
461.206,Bite,1
463.355,Bite,1
464.155,Bite,1
465.53,Bite,1
466.355,Bite,1
467.405,Bite,1
468.205,Bite,1
469.006,Bite,1
469.83,Bite,1
471.956,Bite,1
472.755,Bite,1
473.556,Bite,1
474.356,Bite,1
475.181,Bite,1
476.005,Bite,1
476.805,Bite,1
478.155,Bite,1
479.506,Bite,1
480.055,Bite,1
483.006,Bite,1
484.081,Bite,1
484.63,Bite,1
485.456,Bite,1
486.006,Bite,1
487.106,Bite,1
487.931,Bite,1
508.712,Bite,1
509.538,Bite,1
510.087,Bite,1
510.863,Bite,1
511.913,Bite,1
512.737,Bite,1
514.062,Bite,1
515.137,Bite,1
515.938,Bite,1
516.762,Bite,1
517.562,Bite,1
518.338,Bite,1
519.162,Bite,1
519.988,Bite,1
522.162,Bite,1
522.962,Bite,1
524.037,Bite,1
524.587,Bite,1
525.413,Bite,1
526.212,Bite,1
527.038,Bite,1
528.638,Bite,1
529.463,Bite,1
531.338,Bite,1
533.238,Bite,1
533.787,Bite,1
534.612,Bite,1
