time,code,class
0.826,Bite,1
1.376,Bite,1
2.177,Bite,1
3.251,Bite,1
3.801,Bite,1
4.601,Bite,1
5.4,Bite,1
6.176,Bite,1
7.8,Bite,1
8.601,Bite,1
9.401,Bite,1
10.201,Bite,1
11.025,Bite,1
11.85,Bite,1
12.675,Bite,1
14.325,Bite,1
15.125,Bite,1
15.65,Bite,1
16.726,Bite,1
17.251,Bite,1
18.075,Bite,1
18.875,Bite,1
19.425,Bite,1
20.251,Bite,1
22.126,Bite,1
22.95,Bite,1
24.001,Bite,1
25.351,Bite,1
25.9,Bite,1
26.7,Bite,1
27.5,Bite,1
28.051,Bite,1
28.875,Bite,1
29.701,Bite,1
30.251,Bite,1
30.8,Bite,1
31.876,Bite,1
32.676,Bite,1
33.226,Bite,1
33.775,Bite,1
34.576,Bite,1
35.4,Bite,1
36.2,Bite,1
37.025,Bite,1
37.85,Bite,1
38.926,Bite,1
39.75,Bite,1
40.551,Bite,1
41.101,Bite,1
41.926,Bite,1
43.026,Bite,1
43.551,Bite,1
44.375,Bite,1
45.201,Bite,1
46.3,Bite,1
46.85,Bite,1
47.626,Bite,1
48.45,Bite,1
49.526,Bite,1
50.35,Bite,1
50.875,Bite,1
51.951,Bite,1
52.751,Bite,1
53.576,Bite,1
54.376,Bite,1
55.176,Bite,1
55.725,Bite,1
56.525,Bite,1
57.325,Bite,1
58.4,Bite,1
59.176,Bite,1
59.976,Bite,1
60.501,Bite,1
61.301,Bite,1
62.1,Bite,1
62.9,Bite,1
63.975,Bite,1
64.5,Bite,1
65.55,Bite,1
66.101,Bite,1
66.926,Bite,1
67.725,Bite,1
68.826,Bite,1
69.375,Bite,1
70.175,Bite,1
72.05,Bite,1
72.575,Bite,1
73.4,Bite,1
74.2,Bite,1
75.826,Bite,1
76.375,Bite,1
77.451,Bite,1
78.001,Bite,1
78.802,Bite,1
79.601,Bite,1
81.475,Bite,1
82.025,Bite,1
82.825,Bite,1
83.626,Bite,1
84.45,Bite,1
85.251,Bite,1
86.051,Bite,1
86.875,Bite,1
87.701,Bite,1
88.525,Bite,1
89.05,Bite,1
90.126,Bite,1
90.675,Bite,1
91.975,Bite,1
93.076,Bite,1
93.626,Bite,1
94.45,Bite,1
95.251,Bite,1
98.25,Bite,1
99.051,Bite,1
99.851,Bite,1
100.675,Bite,1
101.475,Bite,1
102.275,Bite,1
103.076,Bite,1
103.626,Bite,1
104.426,Bite,1
105.252,Bite,1
108.225,Bite,1
108.776,Bite,1
109.6,Bite,1
110.425,Bite,1
111.251,Bite,1
112.05,Bite,1
113.125,Bite,1
114.226,Bite,1
117.475,Bite,1
118.025,Bite,1
119.076,Bite,1
119.625,Bite,1
120.426,Bite,1
121.25,Bite,1
123.65,Bite,1
124.176,Bite,1
125.251,Bite,1
126.051,Bite,1
126.6,Bite,1
127.401,Bite,1
128.225,Bite,1
129.05,Bite,1
129.851,Bite,1
130.651,Bite,1
131.701,Bite,1
132.526,Bite,1
133.051,Bite,1
134.126,Bite,1
134.926,Bite,1
135.751,Bite,1
136.575,Bite,1
137.101,Bite,1
138.201,Bite,1
139.001,Bite,1
139.801,Bite,1
140.625,Bite,1
141.926,Bite,1
143.001,Bite,1
144.101,Bite,1
144.651,Bite,1
145.475,Bite,1
146.3,Bite,1
147.076,Bite,1
147.9,Bite,1
148.726,Bite,1
149.826,Bite,1
150.876,Bite,1
151.675,Bite,1
152.726,Bite,1
153.251,Bite,1
154.325,Bite,1
155.4,Bite,1
156.451,Bite,1
157.8,Bite,1
158.852,Bite,1
159.926,Bite,1
160.451,Bite,1
161.276,Bite,1
162.901,Bite,1
163.701,Bite,1
164.5,Bite,1
165.326,Bite,1
165.875,Bite,1
166.676,Bite,1
167.475,Bite,1
168.301,Bite,1
169.101,Bite,1
170.175,Bite,1
170.7,Bite,1
171.25,Bite,1
172.326,Bite,1
173.151,Bite,1
173.976,Bite,1
174.775,Bite,1
175.551,Bite,1
176.101,Bite,1
176.925,Bite,1
177.726,Bite,1
178.551,Bite,1
179.376,Bite,1
180.726,Bite,1
183.976,Bite,1
184.526,Bite,1
185.6,Bite,1
186.125,Bite,1
187.201,Bite,1
188.001,Bite,1
188.801,Bite,1
192.575,Bite,1
193.376,Bite,1
193.925,Bite,1
194.476,Bite,1
195.301,Bite,1
196.1,Bite,1
196.651,Bite,1
197.726,Bite,1
199.075,Bite,1
199.901,Bite,1
200.701,Bite,1
201.5,Bite,1
202.025,Bite,1
202.851,Bite,1
203.651,Bite,1
204.451,Bite,1
205.275,Bite,1
206.101,Bite,1
206.926,Bite,1
218.301,Bite,1
224.776,Bite,1
225.326,Bite,1
226.125,Bite,1
221.508,Noview,2
242.162,View,3
242.836,Bite,1
243.362,Bite,1
244.187,Bite,1
245.012,Bite,1
245.812,Bite,1
246.612,Bite,1
247.437,Bite,1
247.987,Bite,1
249.061,Bite,1
249.861,Bite,1
250.686,Bite,1
251.486,Bite,1
253.062,Bite,1
253.587,Bite,1
255.512,Bite,1
255.787,Bite,1
257.112,Bite,1
257.661,Bite,1
258.487,Bite,1
259.311,Bite,1
260.087,Bite,1
260.636,Bite,1
261.436,Bite,1
262.262,Bite,1
262.812,Bite,1
263.636,Bite,1
264.437,Bite,1
265.237,Bite,1
266.062,Bite,1
266.862,Bite,1
267.686,Bite,1
268.486,Bite,1
269.586,Bite,1
270.662,Bite,1
274.987,Bite,1
275.786,Bite,1
276.337,Bite,1
277.387,Bite,1
278.187,Bite,1
278.986,Bite,1
279.537,Bite,1
280.337,Bite,1
281.137,Bite,1
281.961,Bite,1
282.761,Bite,1
283.561,Bite,1
284.386,Bite,1
285.436,Bite,1
286.237,Bite,1
286.762,Bite,1
288.112,Bite,1
289.211,Bite,1
290.862,Bite,1
291.387,Bite,1
292.461,Bite,1
293.262,Bite,1
294.062,Bite,1
295.687,Bite,1
296.786,Bite,1
297.586,Bite,1
298.387,Bite,1
299.461,Bite,1
300.286,Bite,1
301.062,Bite,1
301.611,Bite,1
302.411,Bite,1
303.487,Bite,1
304.311,Bite,1
304.836,Bite,1
305.662,Bite,1
306.737,Bite,1
307.286,Bite,1
313.487,Bite,1
314.037,Bite,1
314.837,Bite,1
315.637,Bite,1
316.437,Bite,1
317.237,Bite,1
317.762,Bite,1
318.587,Bite,1
319.387,Bite,1
320.212,Bite,1
321.012,Bite,1
321.837,Bite,1
322.362,Bite,1
323.186,Bite,1
323.986,Bite,1
324.787,Bite,1
325.612,Bite,1
327.537,Bite,1
328.337,Bite,1
329.162,Bite,1
329.712,Bite,1
330.512,Bite,1
331.337,Bite,1
332.137,Bite,1
332.686,Bite,1
333.511,Bite,1
334.312,Bite,1
335.137,Bite,1
336.187,Bite,1
336.712,Bite,1
