time,code,class
57.111,Bite,1
58.461,Bite,1
59.54,Bite,1
60.08,Bite,1
61.971,Bite,1
62.511,Bite,1
63.321,Bite,1
64.13,Bite,1
65.75,Bite,1
66.561,Bite,1
67.37,Bite,1
68.181,Bite,1
238.28,Bite,1
239.09,Bite,1
240.441,Bite,1
240.981,Bite,1
241.521,Bite,1
243.95,Bite,1
244.76,Bite,1
245.57,Bite,1
246.381,Bite,1
247.19,Bite,1
248.54,Bite,1
249.081,Bite,1
249.891,Bite,1
250.701,Bite,1
251.78,Bite,1
252.59,Bite,1
253.4,Bite,1
254.21,Bite,1
255.02,Bite,1
256.1,Bite,1
319.639,Noview,2
324.5,View,3
325.311,Bite,1
326.39,Bite,1
326.929,Bite,1
327.739,Bite,1
328.279,Bite,1
329.09,Bite,1
329.9,Bite,1
330.709,Bite,1
331.789,Bite,1
333.679,Bite,1
334.22,Bite,1
335.03,Bite,1
336.109,Bite,1
336.919,Bite,1
337.73,Bite,1
339.35,Bite,1
340.969,Bite,1
341.78,Bite,1
342.859,Bite,1
376.61,Bite,1
377.96,Bite,1
378.5,Bite,1
379.04,Bite,1
379.581,Bite,1
380.659,Bite,1
381.201,Bite,1
382.009,Bite,1
382.82,Bite,1
383.63,Bite,1
384.44,Bite,1
385.251,Bite,1
386.06,Bite,1
400.731,Bite,1
401,Bite,1
401.81,Bite,1
402.621,Bite,1
403.43,Bite,1
404.24,Bite,1
405.589,Bite,1
406.131,Bite,1
408.29,Bite,1
408.829,Bite,1
410.181,Bite,1
432.77,Bite,1
433.58,Bite,1
435.47,Bite,1
436.549,Bite,1
437.09,Bite,1
437.901,Bite,1
438.44,Bite,1
439.251,Bite,1
440.06,Bite,1
440.871,Bite,1
441.411,Bite,1
442.219,Bite,1
443.03,Bite,1
443.839,Bite,1
444.651,Bite,1
445.46,Bite,1
446.27,Bite,1
446.81,Bite,1
447.619,Bite,1
448.97,Bite,1
449.239,Bite,1
450.049,Bite,1
452.21,Bite,1
453.019,Bite,1
453.559,Bite,1
473.001,Bite,1
473.809,Bite,1
475.43,Bite,1
476.51,Bite,1
477.589,Bite,1
478.129,Bite,1
478.94,Bite,1
479.75,Bite,1
480.56,Bite,1
481.369,Bite,1
510.801,Bite,1
511.34,Bite,1
512.15,Bite,1
512.959,Bite,1
514.04,Bite,1
515.119,Bite,1
515.661,Bite,1
516.47,Bite,1
517.281,Bite,1
531.32,Bite,1
531.859,Bite,1
532.401,Bite,1
533.211,Bite,1
534.019,Bite,1
534.831,Bite,1
535.639,Bite,1
537.529,Bite,1
538.071,Bite,1
538.61,Bite,1
539.42,Bite,1
540.23,Bite,1
540.77,Bite,1
541.58,Bite,1
545.361,Noview,2
548.6,View,3
565.609,Bite,1
566.15,Bite,1
567.23,Bite,1
568.31,Bite,1
577.221,Bite,1
577.761,Bite,1
588.83,Bite,1
589.371,Bite,1
590.991,Bite,1
