time,code,class
0.526,Bite,1
1.351,Bite,1
2.176,Bite,1
2.725,Bite,1
3.825,Bite,1
4.375,Bite,1
5.475,Bite,1
6.275,Bite,1
7.35,Bite,1
8.151,Bite,1
8.975,Bite,1
10.026,Bite,1
10.85,Bite,1
11.926,Bite,1
12.475,Bite,1
13.55,Bite,1
14.626,Bite,1
15.425,Bite,1
16.251,Bite,1
17.051,Bite,1
17.851,Bite,1
18.951,Bite,1
19.751,Bite,1
20.576,Bite,1
21.651,Bite,1
23.851,Bite,1
24.676,Bite,1
25.75,Bite,1
26.85,Bite,1
27.401,Bite,1
28.226,Bite,1
29.026,Bite,1
29.85,Bite,1
30.926,Bite,1
31.751,Bite,1
32.576,Bite,1
33.376,Bite,1
34.201,Bite,1
35.025,Bite,1
40.1,Bite,1
40.625,Bite,1
41.425,Bite,1
43.026,Bite,1
43.85,Bite,1
44.651,Bite,1
45.451,Bite,1
47.351,Bite,1
47.901,Bite,1
48.701,Bite,1
50.826,Bite,1
51.651,Bite,1
52.476,Bite,1
53.276,Bite,1
54.101,Bite,1
54.925,Bite,1
56,Bite,1
56.801,Bite,1
57.625,Bite,1
58.401,Bite,1
60.526,Bite,1
61.35,Bite,1
62.175,Bite,1
63.001,Bite,1
63.826,Bite,1
64.65,Bite,1
65.475,Bite,1
66.3,Bite,1
67.101,Bite,1
67.926,Bite,1
69,Bite,1
69.525,Bite,1
70.35,Bite,1
71.401,Bite,1
72.2,Bite,1
72.976,Bite,1
74.026,Bite,1
74.825,Bite,1
75.626,Bite,1
76.45,Bite,1
77.25,Bite,1
78.026,Bite,1
78.826,Bite,1
79.876,Bite,1
80.951,Bite,1
82.025,Bite,1
82.575,Bite,1
83.401,Bite,1
84.226,Bite,1
85.326,Bite,1
86.126,Bite,1
86.926,Bite,1
87.75,Bite,1
88.826,Bite,1
89.625,Bite,1
90.451,Bite,1
91.251,Bite,1
92.075,Bite,1
93.175,Bite,1
93.725,Bite,1
94.825,Bite,1
95.376,Bite,1
96.476,Bite,1
97.3,Bite,1
98.125,Bite,1
98.901,Bite,1
99.701,Bite,1
100.526,Bite,1
101.351,Bite,1
102.676,Bite,1
103.751,Bite,1
104.825,Bite,1
105.626,Bite,1
106.451,Bite,1
113.775,Bite,1
114.326,Bite,1
115.15,Bite,1
116.225,Bite,1
117.301,Bite,1
118.376,Bite,1
127.776,Bite,1
128.576,Bite,1
129.401,Bite,1
130.226,Bite,1
130.775,Bite,1
131.575,Bite,1
132.4,Bite,1
133.5,Bite,1
134.325,Bite,1
135.101,Bite,1
135.626,Bite,1
136.725,Bite,1
137.526,Bite,1
138.351,Bite,1
139.426,Bite,1
