time,code,class
12.739,Noview,2
123.17,View,3
130.729,Noview,2
141.261,View,3
144.5,Noview,2
177.889,View,3
178.429,Bite,1
178.969,Bite,1
181.669,Bite,1
186.529,Bite,1
187.34,Bite,1
188.15,Bite,1
188.961,Bite,1
189.77,Bite,1
190.58,Bite,1
191.39,Bite,1
192.47,Bite,1
193.549,Bite,1
194.359,Bite,1
194.899,Bite,1
195.439,Bite,1
196.249,Bite,1
196.789,Bite,1
197.33,Bite,1
197.87,Bite,1
198.68,Bite,1
199.49,Bite,1
203.269,Bite,1
204.08,Bite,1
205.16,Bite,1
205.7,Bite,1
206.51,Bite,1
207.589,Bite,1
208.399,Bite,1
209.209,Bite,1
210.019,Bite,1
210.83,Bite,1
214.069,Bite,1
214.879,Bite,1
217.849,Noview,2
265.279,View,3
266.9,Bite,1
267.439,Bite,1
268.25,Bite,1
268.791,Bite,1
269.33,Bite,1
269.87,Bite,1
270.41,Bite,1
271.219,Bite,1
271.76,Bite,1
272.3,Bite,1
273.109,Bite,1
273.649,Bite,1
274.189,Bite,1
274.729,Bite,1
275.269,Bite,1
276.079,Bite,1
276.889,Bite,1
277.429,Bite,1
278.24,Bite,1
279.05,Bite,1
279.859,Bite,1
280.67,Bite,1
281.209,Bite,1
281.75,Bite,1
282.559,Bite,1
283.1,Bite,1
283.909,Bite,1
284.719,Bite,1
285.799,Bite,1
286.609,Bite,1
294.439,Bite,1
295.25,Bite,1
296.059,Bite,1
296.6,Bite,1
297.14,Bite,1
298.219,Bite,1
298.76,Bite,1
299.299,Bite,1
300.109,Bite,1
300.651,Bite,1
301.19,Bite,1
307.399,Bite,1
307.939,Bite,1
308.749,Bite,1
309.29,Bite,1
310.099,Bite,1
310.91,Bite,1
311.45,Bite,1
312.259,Bite,1
312.799,Bite,1
313.609,Bite,1
314.419,Bite,1
315.229,Bite,1
315.769,Bite,1
316.579,Bite,1
317.66,Bite,1
318.469,Bite,1
319.281,Bite,1
323.329,Bite,1
324.409,Bite,1
324.95,Bite,1
325.759,Bite,1
326.569,Bite,1
327.38,Bite,1
327.919,Bite,1
328.46,Bite,1
329.269,Bite,1
329.809,Bite,1
330.62,Bite,1
331.43,Bite,1
332.239,Bite,1
333.049,Bite,1
333.859,Bite,1
